date,radio,screen,netType,rncState,hspaChannels,na1,na2,na3,na4,na5,na6,na7
1367006637432,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006638541,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006639646,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006640757,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006641867,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006642977,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006644091,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006645200,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006646311,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006647421,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006648532,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006649641,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006650751,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006651856,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006652966,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006654077,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006655190,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006656295,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006657406,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006658516,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006659627,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006660741,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006661846,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006662957,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006664071,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006665182,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006666290,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006667310,RADIO,0,8,IDLE,0,-84,-86,-5,13273110,200,246,01
1367006668406,RADIO,0,8,DCH,0,-82,-85,-4,13273110,200,246,01
1367006669430,RADIO,0,15,DCH,1,-83,-84,-4,13273110,200,246,01
1367006670442,RADIO,0,15,DCH,1,-83,-84,-4,13273110,200,246,01
1367006671461,RADIO,0,15,DCH,1,-83,-84,-4,13273110,200,246,01
1367006672565,RADIO,0,15,DCH,1,-84,-84,-4,13273110,200,246,01
1367006673666,RADIO,0,15,DCH,1,-83,-84,-4,13273110,200,246,01
1367006674772,RADIO,0,15,DCH,1,-83,-84,-4,13273110,200,246,01
1367006675877,RADIO,0,15,DCH,1,-83,-84,-4,13273110,200,246,01
1367006677002,RADIO,0,15,DCH,1,-84,-84,-4,13273110,200,246,01
1367006678111,RADIO,0,15,DCH,1,-83,-83,-4,13273110,200,246,01
1367006679179,RADIO,0,15,FACH,0,-25,-84,-4,13273110,200,246,01
1367006680194,RADIO,0,8,FACH,0,-84,-84,-4,13273110,200,246,01
1367006681259,RADIO,0,8,IDLE,0,-84,-84,-4,13273110,200,246,01
1367006682371,RADIO,0,8,IDLE,0,-84,-84,-4,13273110,200,246,01
1367006683482,RADIO,0,8,IDLE,0,-83,-84,-4,13273110,200,246,01
1367006684591,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006685702,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006686812,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006687921,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006689026,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006690131,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006691241,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006692352,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006693462,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006694571,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006695676,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006696786,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006697893,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006699001,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006700113,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006701232,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006702342,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006703456,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006704566,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006705655,RADIO,0,8,IDLE,0,-83,-84,-3,13273110,200,246,01
1367006706761,RADIO,0,8,IDLE,0,-83,-83,-3,13273110,200,246,01
1367006707866,RADIO,0,8,IDLE,0,-83,-83,-3,13273110,200,246,01
1367006708977,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006710087,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006711196,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006712296,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006713407,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006714517,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006715626,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006716737,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006717846,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006718960,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006720067,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006721176,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006722286,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006723397,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006724510,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006725617,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006726726,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006727836,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006728943,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006730051,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006731162,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006732271,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006733381,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006734485,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006735591,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006736702,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006737822,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006738932,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006740041,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006741151,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006742244,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006743350,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006744462,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006745566,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006746670,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006747782,RADIO,0,8,IDLE,0,-84,-83,-3,13273110,200,246,01
1367006748887,RADIO,0,8,DCH,0,-25,-83,-3,13273110,200,246,01
1367006749992,RADIO,0,15,DCH,1,-85,-84,-3,13273110,200,246,01
1367006751017,RADIO,0,15,DCH,1,-84,-84,-4,13273110,200,246,01
1367006752115,RADIO,0,15,DCH,1,-85,-84,-4,13273110,200,246,01
1367006753217,RADIO,0,15,DCH,1,-85,-85,-3,13273110,200,246,01
1367006754322,RADIO,0,15,DCH,1,-85,-85,-4,13273110,200,246,01
1367006755427,RADIO,0,15,DCH,1,-86,-85,-3,13273110,200,246,01
1367006756532,RADIO,0,15,DCH,1,-86,-85,-4,13273110,200,246,01
1367006757611,RADIO,0,8,FACH,0,-86,-85,-4,13273110,200,246,01
1367006758717,RADIO,0,8,FACH,0,-84,-85,-4,13273110,200,246,01
1367006759821,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006760927,RADIO,0,8,FACH,0,-86,-85,-4,13273110,200,246,01
1367006762031,RADIO,0,8,FACH,0,-86,-85,-4,13273110,200,246,01
1367006763175,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006764282,RADIO,0,8,DCH,0,-25,-85,-4,13273110,200,246,01
1367006765387,RADIO,0,15,DCH,1,-85,-85,-4,13273110,200,246,01
1367006766492,RADIO,0,15,DCH,1,-84,-85,-4,13273110,200,246,01
1367006767597,RADIO,0,15,DCH,1,-84,-85,-4,13273110,200,246,01
1367006768702,RADIO,0,15,DCH,1,-84,-85,-4,13273110,200,246,01
1367006769782,RADIO,0,15,DCH,1,-85,-85,-3,13273110,200,246,01
1367006770886,RADIO,0,15,DCH,1,-84,-85,-4,13273110,200,246,01
1367006771991,RADIO,0,3,FACH,0,-25,-85,-4,13273110,200,246,01
1367006773097,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006774201,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006775312,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006776336,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006777437,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006778541,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006779647,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006780752,RADIO,0,8,FACH,0,-84,-85,-4,13273110,200,246,01
1367006781875,RADIO,0,8,FACH,0,-84,-85,-4,13273110,200,246,01
1367006782987,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006784092,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006785201,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006786302,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006787328,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006788351,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006789374,RADIO,0,15,DCH,1,-84,-85,-4,13273110,200,246,01
1367006790387,RADIO,0,15,DCH,1,-85,-85,-4,13273110,200,246,01
1367006791487,RADIO,0,15,DCH,1,-85,-85,-4,13273110,200,246,01
1367006792592,RADIO,0,15,DCH,1,-84,-85,-4,13273110,200,246,01
1367006793697,RADIO,0,15,DCH,1,-85,-85,-4,13273110,200,246,01
1367006794802,RADIO,0,15,DCH,1,-85,-85,-4,13273110,200,246,01
1367006795917,RADIO,0,15,DCH,1,-86,-85,-3,13273110,200,246,01
1367006797046,RADIO,0,3,FACH,0,-25,-85,-3,13273110,200,246,01
1367006798151,RADIO,0,8,FACH,0,-86,-85,-4,13273110,200,246,01
1367006799261,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006800366,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006801470,RADIO,0,8,FACH,0,-86,-85,-4,13273110,200,246,01
1367006802572,RADIO,0,8,FACH,0,-85,-85,-4,13273110,200,246,01
1367006803594,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006804711,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006805784,RADIO,0,8,IDLE_CCCH,0,-85,-85,-4,13273110,200,246,01
1367006806900,RADIO,0,8,DCH,0,-85,-85,-3,13273110,200,246,01
1367006808002,RADIO,0,15,DCH,1,-86,-85,-3,13273110,200,246,01
1367006809111,RADIO,0,15,DCH,1,-85,-86,-3,13273110,200,246,01
1367006810213,RADIO,0,15,DCH,1,-86,-85,-3,13273110,200,246,01
1367006811311,RADIO,0,15,DCH,1,-85,-85,-3,13273110,200,246,01
1367006812332,RADIO,0,15,DCH,1,-85,-85,-3,13273110,200,246,01
1367006813344,RADIO,0,3,IDLE,0,-25,-85,-3,13273110,200,246,01
1367006814447,RADIO,0,8,IDLE,0,-25,-85,-3,13273110,200,246,01
1367006815560,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006816666,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006817771,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006818883,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006819991,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006821097,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006822210,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006823331,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006824448,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006825559,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006826671,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006827782,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006828892,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006830002,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006831111,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006832221,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006833331,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006834437,RADIO,0,8,IDLE,0,-85,-85,-4,13273110,200,246,01
1367006835547,RADIO,0,8,IDLE,0,-88,-85,-6,13273110,200,246,01
1367006836942,RADIO,0,8,IDLE,0,-90,-85,-5,13273110,200,246,01
1367006838051,RADIO,0,8,IDLE,0,-88,-85,-5,13273110,200,246,01
1367006839161,RADIO,0,8,IDLE,0,-89,-85,-4,13273110,200,246,01
1367006840276,RADIO,0,8,IDLE,0,-89,-85,-4,13273110,200,246,01
1367006841377,RADIO,0,8,DCH,0,-25,-86,-4,13273110,200,246,01
1367006842481,RADIO,0,15,DCH,1,-90,-86,-4,13273110,200,246,01
1367006843505,RADIO,0,15,DCH,1,-88,-86,-4,13273110,200,246,01
1367006844611,RADIO,0,15,DCH,1,-89,-87,-4,13273110,200,246,01
1367006845716,RADIO,0,15,DCH,1,-89,-88,-4,13273110,200,246,01
1367006846817,RADIO,0,15,DCH,1,-89,-88,-4,13273110,200,246,01
1367006847921,RADIO,0,15,DCH,1,-90,-89,-4,13273110,200,246,01
1367006849004,RADIO,0,8,FACH,0,-90,-89,-4,13273110,200,246,01
1367006850111,RADIO,0,8,FACH,0,-89,-89,-5,13273110,200,246,01
1367006851133,RADIO,0,8,FACH,0,-90,-90,-5,13273110,200,246,01
1367006852237,RADIO,0,8,FACH,0,-90,-90,-4,13273110,200,246,01
1367006853341,RADIO,0,8,FACH,0,-90,-90,-4,13273110,200,246,01
1367006854446,RADIO,0,8,FACH,0,-90,-90,-4,13273110,200,246,01
1367006855546,RADIO,0,8,FACH,0,-90,-90,-4,13273110,200,246,01
1367006856568,RADIO,0,8,FACH,0,-90,-90,-4,13273110,200,246,01
1367006857676,RADIO,0,8,FACH,0,-90,-90,-4,13273110,200,246,01
1367006858791,RADIO,0,8,IDLE,0,-90,-90,-4,13273110,200,246,01
1367006859901,RADIO,0,8,IDLE,0,-90,-90,-5,13273110,200,246,01
1367006861011,RADIO,0,8,IDLE,0,-90,-90,-5,13273110,200,246,01
1367006862107,RADIO,0,8,IDLE_CCCH,0,-90,-90,-4,13273110,200,246,01
1367006863121,RADIO,0,15,DCH,1,-90,-90,-4,13273110,200,246,01
1367006864219,RADIO,0,15,DCH,1,-89,-90,-4,13273110,200,246,01
1367006865322,RADIO,0,15,DCH,1,-90,-90,-4,13273110,200,246,01
1367006866426,RADIO,0,15,DCH,1,-90,-90,-4,13273110,200,246,01
1367006867526,RADIO,0,15,DCH,1,-89,-90,-4,13273110,200,246,01
1367006868549,RADIO,0,15,DCH,1,-90,-90,-4,13273110,200,246,01
1367006869660,RADIO,0,3,IDLE,0,-25,-90,-4,13273110,200,246,01
1367006870777,RADIO,0,8,IDLE,0,-25,-90,-4,13273110,200,246,01
1367006871887,RADIO,0,8,IDLE,0,-90,-90,-4,13273110,200,246,01
1367006872997,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006874108,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006875217,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006876326,RADIO,0,8,IDLE,0,-90,-90,-3,13273110,200,246,01
1367006877431,RADIO,0,8,IDLE,0,-89,-90,-8,13273110,200,246,01
1367006878531,RADIO,0,8,IDLE,0,-88,-90,-9,13273110,200,246,01
1367006879642,RADIO,0,8,IDLE,0,-88,-90,-9,13273110,200,246,01
1367006880747,RADIO,0,8,IDLE,0,-87,-90,-9,13273110,200,246,01
1367006881856,RADIO,0,8,IDLE,0,-89,-90,-7,13273110,200,246,01
1367006882966,RADIO,0,8,IDLE,0,-90,-89,-4,13273110,200,246,01
1367006884077,RADIO,0,8,IDLE,0,-89,-89,-5,13273110,200,246,01
1367006885187,RADIO,0,8,IDLE,0,-91,-89,-4,13273110,200,246,01
1367006886291,RADIO,0,8,DCH,0,-12,-89,-2,13273110,200,246,01
1367006887396,RADIO,0,15,DCH,1,-91,-89,-4,13273110,200,246,01
1367006888423,RADIO,0,15,DCH,1,-86,-89,-3,13273110,200,246,01
1367006889448,RADIO,0,15,DCH,1,-86,-89,-4,13273110,200,246,01
1367006890552,RADIO,0,15,DCH,1,-86,-88,-4,13273110,200,246,01
1367006891656,RADIO,0,15,DCH,1,-86,-88,-3,13273110,200,246,01
1367006892757,RADIO,0,15,DCH,1,-85,-87,-4,13273110,200,246,01
1367006893861,RADIO,0,15,DCH,1,-85,-87,-4,13273110,200,246,01
1367006894961,RADIO,0,15,DCH,1,-85,-87,-4,13273110,200,246,01
1367006896036,RADIO,0,8,FACH,0,-87,-87,-5,13273104,200,246,01
1367006897140,RADIO,0,8,IDLE,0,-86,-87,-4,13273104,200,246,01
1367006898163,RADIO,0,8,IDLE,0,-86,-86,-4,13273104,200,246,01
1367006899281,RADIO,0,8,IDLE,0,-86,-86,-4,13273104,200,246,01
1367006900391,RADIO,0,8,IDLE,0,-85,-86,-4,13273104,200,246,01
1367006901507,RADIO,0,8,IDLE,0,-85,-86,-4,13273104,200,246,01
1367006902616,RADIO,0,8,IDLE,0,-85,-86,-4,13273104,200,246,01
1367006903737,RADIO,0,8,IDLE,0,-85,-86,-4,13273104,200,246,01
1367006904846,RADIO,0,8,IDLE,0,-85,-86,-4,13273104,200,246,01
1367006905951,RADIO,0,8,IDLE,0,-85,-86,-4,13273104,200,246,01
1367006907062,RADIO,0,8,IDLE,0,-85,-86,-4,13273104,200,246,01
1367006908168,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006909281,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006910391,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006911501,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006912611,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006913721,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006914831,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006915951,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006917072,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006918182,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006919292,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006920401,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006921521,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006922632,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006923751,RADIO,0,8,IDLE,0,-86,-86,-5,13273104,200,246,01
1367006924856,RADIO,0,8,IDLE,0,-85,-86,-6,13273104,200,246,01
1367006925966,RADIO,0,8,IDLE,0,-86,-86,-6,13273104,200,246,01
1367006927071,RADIO,0,8,IDLE,0,-87,-86,-6,13273104,200,246,01
1367006928177,RADIO,0,8,IDLE,0,-87,-86,-5,13273104,200,246,01
1367006929282,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006930395,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006931501,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006932611,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006933722,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006934836,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006935946,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006937051,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006938161,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006939271,RADIO,0,8,IDLE,0,-84,-86,-7,13273104,200,246,01
1367006940382,RADIO,0,8,IDLE,0,-84,-86,-6,13273104,200,246,01
1367006941491,RADIO,0,8,IDLE,0,-85,-86,-3,13273104,200,246,01
1367006942601,RADIO,0,8,IDLE,0,-87,-86,-4,13273104,200,246,01
1367006943711,RADIO,0,8,IDLE,0,-86,-86,-3,13273104,200,246,01
1367006944821,RADIO,0,8,IDLE,0,-86,-86,-3,13273104,200,246,01
1367006945932,RADIO,0,8,IDLE,0,-86,-86,-3,13273104,200,246,01
1367006947036,RADIO,0,8,IDLE,0,-86,-86,-3,13273104,200,246,01
1367006948146,RADIO,0,8,IDLE,0,-86,-86,-3,13273104,200,246,01
1367006949256,RADIO,0,8,IDLE,0,-85,-86,-6,13273104,200,246,01
1367006950366,RADIO,0,8,IDLE,0,-86,-86,-6,13273104,200,246,01
1367006951481,RADIO,0,8,IDLE,0,-83,-85,-1,13273104,200,246,01
1367006952581,RADIO,0,8,IDLE,0,-85,-85,-9,13273104,200,246,01
1367006953687,RADIO,0,8,IDLE,0,-85,-85,-9,13273110,200,246,01
1367006954797,RADIO,0,8,IDLE,0,-82,-84,-4,13273110,200,246,01
1367006955906,RADIO,0,8,IDLE,0,-81,-84,-8,13273110,200,246,01
1367006957019,RADIO,0,8,IDLE,0,-81,-83,-1,13273110,200,246,01
1367006958121,RADIO,0,8,IDLE,0,-82,-83,-1,13273110,200,246,01
1367006959231,RADIO,0,8,IDLE,0,-82,-83,-1,13273110,200,246,01
1367006960341,RADIO,0,8,IDLE,0,-82,-83,-1,13273110,200,246,01
1367006961445,RADIO,0,8,IDLE,0,-82,-83,-9,13273110,200,246,01
1367006962547,RADIO,0,8,IDLE,0,-82,-83,-9,13273110,200,246,01
1367006963657,RADIO,0,8,IDLE,0,-82,-83,-9,13273110,200,246,01
1367006964766,RADIO,0,8,IDLE,0,-82,-82,-9,13273110,200,246,01
1367006965876,RADIO,0,8,IDLE,0,-82,-82,-9,13273110,200,246,01
1367006966986,RADIO,0,8,IDLE,0,-82,-82,-9,13273110,200,246,01
1367006968096,RADIO,0,8,IDLE,0,-85,-82,-4,13273110,200,246,01
1367006969206,RADIO,0,8,IDLE,0,-85,-82,-4,13273110,200,246,01
1367006970306,RADIO,0,8,IDLE,0,-82,-82,-9,13273110,200,246,01
1367006971411,RADIO,0,8,IDLE,0,-82,-82,-9,13273110,200,246,01
1367006972521,RADIO,0,8,IDLE,0,-82,-82,-9,13273110,200,246,01
1367006973637,RADIO,0,8,IDLE,0,-82,-82,-9,13273110,200,246,01
1367006974746,RADIO,0,8,IDLE,0,-81,-82,-1,13273110,200,246,01
1367006975872,RADIO,0,8,IDLE,0,-81,-82,-1,13273110,200,246,01
1367006976986,RADIO,0,8,IDLE,0,-81,-82,-9,13273110,200,246,01
1367006978097,RADIO,0,8,IDLE,0,-83,-82,-3,13273110,200,246,01
1367006979203,RADIO,0,8,IDLE,0,-84,-82,-4,13273110,200,246,01
1367006980312,RADIO,0,8,IDLE,0,-84,-83,-4,13273110,200,246,01
1367006981421,RADIO,0,8,IDLE,0,-84,-83,-4,13273110,200,246,01
1367006982534,RADIO,0,8,IDLE,0,-84,-83,-4,13273110,200,246,01
1367006983640,RADIO,0,8,IDLE,0,-84,-83,-4,13273110,200,246,01
1367006984752,RADIO,0,8,IDLE,0,-84,-83,-4,13273110,200,246,01
1367006985861,RADIO,0,8,IDLE,0,-84,-83,-4,13273110,200,246,01
1367006986971,RADIO,0,8,IDLE,0,-85,-83,-5,13273110,200,246,01
1367006988076,RADIO,0,8,IDLE,0,-85,-83,-5,13273110,200,246,01
1367006989187,RADIO,0,8,IDLE,0,-85,-83,-5,13273110,200,246,01
1367006990292,RADIO,0,8,IDLE,0,-83,-83,-7,13273110,200,246,01
1367006991401,RADIO,0,8,IDLE,0,-84,-83,-6,13273110,200,246,01
1367006992511,RADIO,0,8,IDLE,0,-86,-83,-4,13273110,200,246,01
1367006993622,RADIO,0,8,IDLE,0,-84,-83,-4,13273110,200,246,01
1367006994736,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367006995842,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367006996951,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367006998060,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367006999171,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007000286,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007001391,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007002501,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007003606,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007004711,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007005821,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007006927,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007008037,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007009146,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007010256,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007011366,RADIO,0,8,IDLE,0,-86,-83,-3,13273110,200,246,01
1367007012472,RADIO,0,8,IDLE,0,-83,-83,-6,13273110,200,246,01
1367007013585,RADIO,0,8,IDLE,0,-85,-83,-4,13273110,200,246,01
